record_id,date,service,shift,patients_accueillis,personnel_present,actes_realises,temps_attente_moy_min,duree_moyenne_prise_en_charge_min,taux_occupation_lits_pct,satisfaction_patient_pct,cout_service_mad,revenu_service_mad,nb_incidents,nb_absences_personnel,productivite_actes_par_personne,statut_service,marge_service_mad
HOSP-00163,2026-01-28,Laboratoire,Matin,34.0,33.0,44.0,7.5,32.7,83.21,90.61,47403.83,24095.06,0,3,1.33,Normal,-23308.77
HOSP-00164,2026-04-28,Bloc opératoire,Matin,68.0,41.0,88.0,52.6,64.9,63.57,80.15,41432.85,72082.17,1,0,2.15,Critique,30649.32
HOSP-00165,2026-06-22,Urgences,Après-midi,100.0,15.0,92.0,8.5,47.8,49.0,87.44,49035.64,67810.84,0,2,6.13,Sous tension,18775.199999999997
HOSP-00166,2026-02-08,Pédiatrie,Après-midi,81.0,41.0,103.0,65.2,49.2,,66.71,39291.23,32126.67,0,2,2.51,Saturé,-7164.560000000005
HOSP-00167,2026-03-05,Bloc opératoire,Matin,249.0,22.0,305.0,34.2,60.0,54.99,83.28,58487.76,63336.61,1,1,13.86,Critique,4848.8499999999985
HOSP-00168,2026-05-10,Médecine interne,Matin,130.0,5.0,88.0,68.9,64.0,97.22,78.77,63437.13,57192.03,0,1,17.6,Normal,-6245.0999999999985
HOSP-00169,2026-01-22,Radiologie,Matin,59.0,10.0,76.0,86.5,42.2,73.18,91.46,56521.81,20694.87,1,0,7.6,Normal,-35826.94
HOSP-00170,2026-03-15,Consultation,Matin,71.0,42.0,85.0,24.1,34.6,82.19,96.42,22039.78,9779.08,1,0,2.02,Sous tension,-12260.699999999999
HOSP-00171,2026-04-30,Cardiologie,Matin,49.0,37.0,63.0,34.5,91.0,49.05,97.3,28942.09,64694.69,2,2,1.7,Saturé,35752.600000000006
HOSP-00172,2026-04-22,Radiologie,Après-midi,165.0,41.0,210.0,59.8,66.1,98.02,71.33,15979.49,27120.82,0,0,5.12,Sous tension,11141.33
HOSP-00173,2026-04-27,Consultation,Matin,220.0,36.0,191.0,39.8,32.4,87.73,64.88,27982.27,71739.76,2,1,5.31,Sous tension,43757.48999999999
HOSP-00174,2026-02-04,Laboratoire,Nuit,159.0,22.0,121.0,57.2,55.9,59.06,63.76,40944.19,8805.56,0,1,5.5,Normal,-32138.630000000005
HOSP-00175,2026-03-14,Urgences,Après-midi,113.0,6.0,89.0,60.6,40.4,93.54,88.04,10166.02,44365.95,0,1,14.83,Sous tension,34199.92999999999
HOSP-00176,2026-01-09,Urgences,Matin,24.0,9.0,22.0,41.0,27.0,67.32,85.79,41354.6,6619.2,0,0,2.44,Normal,-34735.4
HOSP-00177,2026-02-21,Médecine interne,Après-midi,97.0,21.0,99.0,36.0,59.1,62.47,80.43,13440.2,14324.17,1,0,4.71,Normal,883.9699999999993
HOSP-00178,2026-03-28,Laboratoire,Matin,216.0,41.0,231.0,33.4,35.2,63.54,91.38,46118.84,84334.86,1,1,5.63,Saturé,38216.020000000004
HOSP-00179,2026-06-16,Urgences,Nuit,58.0,33.0,59.0,15.3,15.8,102.98,80.09,41417.21,65299.15,0,0,1.79,Normal,23881.940000000002
HOSP-00180,2026-02-10,Radiologie,Nuit,246.0,21.0,217.0,62.0,29.0,104.8,78.65,64288.11,88221.68,0,1,10.33,Saturé,23933.569999999992
HOSP-00181,2026-06-16,Pédiatrie,Après-midi,87.0,9.0,105.0,58.6,62.8,104.75,74.34,39361.18,7796.63,0,0,11.67,Normal,-31564.55
HOSP-00182,2026-03-18,Pédiatrie,Matin,200.0,22.0,234.0,46.2,18.7,87.77,78.62,41232.37,54812.89,0,1,10.64,Saturé,13580.519999999997
HOSP-00183,2026-01-24,Laboratoire,Après-midi,55.0,6.0,48.0,83.2,69.7,87.17,91.23,21992.9,5682.53,0,1,8.0,Saturé,-16310.370000000003
HOSP-00184,2026-03-21,Bloc opératoire,Nuit,26.0,4.0,26.0,47.6,39.6,61.57,59.65,47647.64,62976.6,2,0,6.5,Normal,15328.96
HOSP-00185,2026-02-02,Urgences,Nuit,137.0,38.0,106.0,26.7,91.6,71.55,73.23,32690.19,68641.96,0,1,2.79,Normal,35951.770000000004
HOSP-00186,2026-03-19,Médecine interne,Après-midi,206.0,20.0,139.0,,68.0,65.48,56.57,16074.33,82339.06,0,1,6.95,Normal,66264.73
HOSP-00187,2026-03-12,Bloc opératoire,Après-midi,144.0,27.0,185.0,53.6,50.2,73.68,58.51,20735.32,23719.62,0,1,6.85,Normal,2984.2999999999993
HOSP-00188,2026-05-28,Bloc opératoire,Après-midi,121.0,8.0,78.0,96.2,39.8,77.43,79.28,43233.91,45361.29,0,1,9.75,Sous tension,2127.3799999999974
HOSP-00189,2026-01-15,Consultation,Nuit,125.0,8.0,136.0,25.3,90.2,76.62,56.38,11015.69,83346.23,0,1,17.0,Saturé,72330.54
HOSP-00190,2026-05-02,Cardiologie,Matin,25.0,30.0,27.0,57.8,36.7,59.77,88.19,35824.65,48696.38,0,1,0.9,Normal,12871.729999999996
HOSP-00191,2026-03-25,Pédiatrie,Après-midi,205.0,43.0,274.0,76.7,48.9,105.99,74.15,23086.23,35658.67,0,0,6.37,Saturé,12572.439999999999
HOSP-00192,2026-04-13,Médecine interne,Après-midi,66.0,24.0,82.0,40.5,36.7,53.31,90.0,67892.84,36551.64,0,0,3.42,Sous tension,-31341.199999999997
HOSP-00193,2026-02-28,Bloc opératoire,Nuit,176.0,6.0,140.0,46.2,46.4,62.28,85.33,14801.99,63469.87,0,2,23.33,Sous tension,48667.880000000005
HOSP-00194,2026-01-18,Radiologie,Nuit,157.0,5.0,133.0,88.3,64.8,91.51,85.9,29947.08,42282.58,0,0,26.6,Normal,12335.5
HOSP-00195,2026-03-16,Bloc opératoire,Matin,186.0,19.0,178.0,75.6,50.8,47.23,86.35,61133.69,88726.96,1,1,9.37,Saturé,27593.270000000004
HOSP-00196,2026-04-10,Cardiologie,Matin,235.0,19.0,309.0,86.6,51.3,95.41,76.09,46444.79,66143.62,1,0,16.26,Saturé,19698.829999999994
HOSP-00197,2026-01-18,Cardiologie,Matin,75.0,27.0,97.0,79.7,69.2,63.4,71.09,3355.17,88434.67,2,2,3.59,Saturé,85079.5
HOSP-00198,2026-05-25,Cardiologie,Après-midi,114.0,17.0,90.0,50.0,45.2,47.07,81.33,35959.67,60041.85,2,0,5.29,Normal,24082.18
HOSP-00199,2026-03-31,Urgences,Nuit,190.0,42.0,170.0,32.1,62.0,91.23,72.54,61832.96,6855.1,0,2,4.05,Sous tension,-54977.86
HOSP-00200,2026-04-26,Cardiologie,Matin,241.0,33.0,244.0,66.8,58.2,94.44,80.76,36911.94,78398.92,2,2,7.39,Normal,41486.979999999996
HOSP-00201,2026-01-11,Pédiatrie,Matin,197.0,12.0,179.0,88.4,54.2,101.65,72.82,18761.74,85460.4,0,3,14.92,Saturé,66698.65999999999
HOSP-00202,2026-02-27,Médecine interne,Après-midi,16.0,17.0,18.0,32.4,51.6,73.31,56.89,60924.67,75836.9,1,2,1.06,Normal,14912.229999999996
HOSP-00203,2026-05-03,Bloc opératoire,Matin,188.0,40.0,224.0,35.4,40.0,57.5,91.69,39095.2,6749.97,2,0,5.6,Normal,-32345.229999999996
HOSP-00204,2026-04-04,Urgences,Matin,84.0,41.0,112.0,57.4,62.5,100.22,70.97,36949.94,53742.35,0,0,2.73,Normal,16792.409999999996
HOSP-00205,2026-02-06,Radiologie,Matin,104.0,8.0,99.0,78.1,48.0,56.34,81.77,4169.22,55835.22,0,1,12.38,Normal,51666.0
HOSP-00206,2026-02-10,Radiologie,Après-midi,51.0,32.0,51.0,57.3,93.7,54.83,67.31,42792.05,18752.32,1,1,1.59,Normal,-24039.730000000003
HOSP-00207,2026-02-04,Radiologie,Après-midi,257.0,18.0,196.0,75.6,50.7,95.44,86.56,48998.18,52462.94,0,1,10.89,Saturé,3464.760000000002
HOSP-00208,2026-01-13,Radiologie,Après-midi,18.0,41.0,20.0,72.6,50.9,89.89,69.25,64030.03,7477.11,1,2,0.49,Critique,-56552.92
HOSP-00209,2026-04-09,Urgences,Matin,179.0,15.0,146.0,41.6,81.6,88.87,77.64,65622.21,73337.02,0,0,9.73,Saturé,7714.809999999998
HOSP-00210,2026-03-13,Cardiologie,Après-midi,165.0,21.0,128.0,24.1,61.5,55.0,63.89,56420.05,33327.41,0,0,6.1,Saturé,-23092.64
HOSP-00211,2026-02-02,Médecine interne,Après-midi,29.0,35.0,23.0,40.2,43.8,77.49,74.81,19546.92,88310.8,1,0,0.66,Saturé,68763.88
HOSP-00212,2026-06-08,Pédiatrie,Matin,74.0,28.0,58.0,39.3,37.1,66.91,54.52,26994.65,25494.32,1,0,2.07,Normal,-1500.3300000000017
HOSP-00213,2026-03-20,Bloc opératoire,Nuit,29.0,42.0,37.0,1.0,49.4,64.83,67.14,35022.11,35212.9,0,0,0.88,Saturé,190.79000000000087
HOSP-00214,2026-03-12,Urgences,Nuit,95.0,26.0,84.0,24.6,50.8,100.65,82.73,67835.79,45279.53,1,3,3.23,Normal,-22556.259999999995
HOSP-00215,2026-01-09,Urgences,Nuit,52.0,14.0,56.0,23.9,69.7,90.37,74.52,12365.12,51680.12,0,2,4.0,Normal,39315.0
HOSP-00216,2026-04-12,Consultation,Matin,162.0,23.0,139.0,51.5,57.0,83.63,52.76,22537.42,28044.17,1,1,6.04,Normal,5506.75
HOSP-00217,2026-04-16,Bloc opératoire,Nuit,108.0,22.0,99.0,67.4,52.0,105.5,74.7,62424.03,8510.31,0,0,4.5,Saturé,-53913.72
HOSP-00218,2026-06-03,Médecine interne,Matin,145.0,28.0,181.0,53.8,69.7,74.3,79.42,47444.92,12558.14,0,1,6.46,Normal,-34886.78
HOSP-00219,2026-03-20,Laboratoire,Matin,219.0,27.0,151.0,52.6,52.4,90.19,86.59,32238.56,50688.35,0,2,5.59,Critique,18449.789999999997
HOSP-00220,2026-02-24,Radiologie,Nuit,120.0,24.0,160.0,59.7,43.6,67.65,63.94,27471.11,81591.22,1,0,6.67,Normal,54120.11
HOSP-00221,2026-01-12,Consultation,Nuit,,6.0,56.0,53.1,83.0,84.4,64.19,18554.4,75588.56,1,1,9.33,Saturé,57034.159999999996
HOSP-00222,2026-03-31,Pédiatrie,Matin,185.0,32.0,125.0,45.4,49.1,49.83,67.38,33895.13,10125.86,1,1,3.91,Normal,-23769.269999999997
HOSP-00223,2026-05-09,Urgences,Nuit,172.0,13.0,126.0,52.2,65.4,104.29,79.96,15362.11,45817.14,1,1,9.69,Normal,30455.03
HOSP-00224,2026-03-14,Médecine interne,Nuit,81.0,39.0,65.0,17.5,81.6,61.1,75.08,64327.69,81850.26,1,1,1.67,Normal,17522.569999999992
HOSP-00225,2026-03-15,Cardiologie,Après-midi,114.0,30.0,101.0,23.5,36.3,88.72,83.46,46590.71,92641.77,1,2,3.37,Critique,46051.060000000005
HOSP-00226,2026-05-02,Bloc opératoire,Après-midi,186.0,3.0,220.0,137.9,107.8,91.47,65.33,21703.53,93210.96,0,0,73.33,Normal,71507.43000000001
HOSP-00227,2026-02-10,Radiologie,Matin,24.0,26.0,27.0,22.7,30.4,80.87,74.55,67315.21,77466.24,0,1,1.04,Saturé,10151.029999999999
HOSP-00228,2026-05-31,Pédiatrie,Matin,196.0,42.0,239.0,23.5,48.4,85.94,93.61,3217.86,33873.91,2,1,5.69,Normal,30656.050000000003
HOSP-00229,2026-06-19,Urgences,Nuit,29.0,31.0,33.0,45.7,24.5,86.52,81.87,7857.63,50212.22,1,0,1.06,Critique,42354.590000000004
HOSP-00230,2026-01-18,Urgences,Nuit,129.0,32.0,98.0,82.6,51.2,87.88,83.06,65808.51,60347.16,1,1,3.06,Sous tension,-5461.349999999991
HOSP-00231,2026-01-26,Laboratoire,Après-midi,106.0,27.0,109.0,48.3,54.1,54.1,71.03,6357.16,36552.31,0,0,4.04,Normal,30195.149999999998
HOSP-00232,2026-06-25,Médecine interne,Nuit,26.0,12.0,34.0,56.7,37.8,57.57,87.13,23243.4,9220.12,0,2,2.83,Normal,-14023.28
HOSP-00233,2026-03-04,Pédiatrie,Nuit,219.0,18.0,167.0,37.9,70.5,57.94,84.18,15447.64,72242.16,0,1,9.28,Sous tension,56794.520000000004
HOSP-00234,2026-05-02,Radiologie,Nuit,249.0,20.0,287.0,45.8,80.5,74.16,76.39,47736.29,8526.56,0,1,14.35,Sous tension,-39209.73
HOSP-00235,2026-01-14,Laboratoire,Matin,182.0,34.0,244.0,86.4,74.4,56.03,74.94,43758.51,47891.7,0,0,7.18,Sous tension,4133.189999999995
HOSP-00236,2026-05-27,Radiologie,Après-midi,34.0,28.0,28.0,77.7,64.0,55.22,62.52,13701.21,37832.34,0,2,1.0,Critique,24131.129999999997
HOSP-00237,2026-03-26,Urgences,Après-midi,132.0,20.0,142.0,48.1,57.4,70.63,79.37,63598.03,22869.53,0,0,7.1,Normal,-40728.5
HOSP-00238,2026-06-17,Pédiatrie,Nuit,79.0,22.0,57.0,74.5,48.4,46.83,70.18,3299.7,72414.96,2,0,2.59,Saturé,69115.26000000001
HOSP-00239,2026-04-21,Urgences,Après-midi,151.0,30.0,133.0,60.2,56.7,52.32,69.96,60444.69,83809.99,0,1,4.43,Normal,23365.300000000003
HOSP-00240,2026-06-05,Urgences,Après-midi,203.0,44.0,170.0,43.3,56.8,57.4,84.59,24571.3,38763.09,1,2,3.86,Saturé,14191.789999999997
HOSP-00241,2026-01-13,Bloc opératoire,Nuit,80.0,21.0,96.0,51.1,88.1,48.77,62.19,38813.14,5214.85,0,1,4.57,Saturé,-33598.29
HOSP-00242,2026-05-28,Bloc opératoire,Après-midi,34.0,19.0,43.0,49.6,67.1,71.9,81.02,6386.54,27525.51,2,1,2.26,Saturé,21138.969999999998
HOSP-00243,2026-03-23,Pédiatrie,Nuit,152.0,18.0,169.0,16.6,73.8,60.69,81.78,52254.91,39824.82,0,0,9.39,Normal,-12430.090000000004
HOSP-00244,2026-06-14,Médecine interne,Matin,259.0,3.0,219.0,197.4,77.0,49.41,83.81,56859.95,33227.32,0,0,73.0,Normal,-23632.629999999997
HOSP-00245,2026-04-14,Bloc opératoire,Matin,164.0,37.0,179.0,22.6,67.1,58.02,94.26,37707.74,19287.24,0,1,4.84,Normal,-18420.499999999996
HOSP-00246,2026-02-26,Consultation,Après-midi,241.0,30.0,209.0,38.8,77.8,71.73,79.58,55494.51,39309.39,2,0,6.97,Saturé,-16185.120000000003
HOSP-00247,2026-05-18,Cardiologie,Nuit,101.0,10.0,71.0,74.0,92.1,82.92,70.37,40836.64,86372.76,0,0,7.1,Critique,45536.119999999995
HOSP-00248,2026-02-28,Pédiatrie,Après-midi,239.0,24.0,198.0,43.6,50.4,92.16,57.34,62888.7,20598.34,0,1,8.25,Normal,-42290.36
HOSP-00249,2026-02-06,Cardiologie,Après-midi,67.0,5.0,49.0,35.3,72.7,79.39,62.68,21927.36,55148.93,1,1,9.8,Saturé,33221.57
HOSP-00250,2026-04-01,Laboratoire,Matin,42.0,16.0,32.0,51.0,27.2,75.29,82.18,19925.21,69802.76,0,0,2.0,Normal,49877.549999999996
HOSP-00251,2026-03-05,Cardiologie,Matin,245.0,14.0,225.0,50.7,62.9,85.13,82.26,67818.26,60048.62,0,0,16.07,Sous tension,-7769.639999999992
HOSP-00252,2026-03-20,Urgences,Après-midi,64.0,32.0,43.0,1.0,,92.4,84.69,48431.53,18570.09,0,1,1.34,Normal,-29861.44
HOSP-00253,2026-04-22,Bloc opératoire,Nuit,201.0,28.0,206.0,42.2,63.8,100.84,82.8,3451.06,82323.47,0,1,7.36,Normal,78872.41
HOSP-00254,2026-04-14,Radiologie,Nuit,257.0,9.0,332.0,87.7,64.2,70.77,79.42,43429.98,37909.04,1,0,36.89,Critique,-5520.940000000002
HOSP-00255,2026-02-02,Pédiatrie,Après-midi,229.0,35.0,274.0,69.0,98.5,97.41,78.19,48216.5,76335.67,0,2,7.83,Normal,28119.17
HOSP-00256,2026-02-28,Bloc opératoire,Après-midi,124.0,28.0,94.0,13.5,51.8,89.79,89.6,26551.45,30109.3,0,0,3.36,Normal,3557.8499999999985
HOSP-00257,2026-06-06,Urgences,Après-midi,91.0,32.0,80.0,69.5,45.5,56.99,89.94,21519.83,46372.68,0,0,2.5,Normal,24852.85
HOSP-00258,2026-01-25,Médecine interne,Nuit,224.0,16.0,220.0,60.1,45.1,49.35,75.31,57259.0,73437.81,2,1,13.75,Saturé,16178.809999999998
HOSP-00259,2026-03-27,Radiologie,Après-midi,255.0,15.0,215.0,32.2,60.8,84.81,89.42,24352.85,71819.41,1,1,14.33,Normal,47466.560000000005
HOSP-00260,2026-04-15,Radiologie,Nuit,145.0,36.0,115.0,31.8,52.4,77.1,67.13,56310.23,83069.0,0,1,3.19,Saturé,26758.769999999997
HOSP-00261,2026-03-27,Consultation,Après-midi,190.0,12.0,199.0,58.3,69.1,55.63,70.95,10377.28,50066.17,1,0,16.58,Normal,39688.89
HOSP-00262,2026-03-01,Pédiatrie,Après-midi,165.0,29.0,119.0,75.4,53.8,60.48,97.37,25457.48,9982.59,2,1,4.1,Normal,-15474.89
HOSP-00263,2026-02-18,Urgences,Après-midi,33.0,37.0,43.0,32.7,52.2,100.68,99.0,25793.33,31964.36,1,1,1.16,Critique,6171.029999999999
HOSP-00264,2026-03-20,Consultation,Après-midi,162.0,5.0,114.0,134.0,36.9,99.24,73.52,50603.23,35120.81,0,0,22.8,Saturé,-15482.420000000006
HOSP-00265,2026-06-27,Consultation,Matin,248.0,3.0,246.0,143.0,105.0,51.8,65.33,10513.81,36767.18,1,2,82.0,Normal,26253.370000000003
HOSP-00266,2026-02-14,Cardiologie,Après-midi,35.0,3.0,44.0,41.6,53.8,100.39,73.93,52799.99,38617.31,1,1,14.67,Normal,-14182.68
HOSP-00267,2026-05-17,Laboratoire,Après-midi,68.0,30.0,75.0,74.0,63.1,90.21,58.3,62005.23,37944.92,0,2,2.5,Sous tension,-24060.310000000005
HOSP-00268,2026-05-31,Urgences,Matin,221.0,42.0,243.0,73.4,77.6,60.77,70.33,24166.79,74678.61,1,0,5.79,Normal,50511.82
HOSP-00269,2026-04-09,Consultation,Après-midi,236.0,33.0,260.0,49.0,31.2,62.34,79.69,62644.42,53231.06,1,2,7.88,Sous tension,-9413.36
HOSP-00270,2026-04-24,Médecine interne,Après-midi,257.0,32.0,222.0,30.5,15.4,91.94,82.91,43170.39,56614.4,0,0,6.94,Saturé,13444.010000000002
HOSP-00271,2026-01-12,Pédiatrie,Après-midi,156.0,34.0,153.0,6.9,67.1,75.29,98.89,58598.16,64398.09,0,0,4.5,Normal,5799.929999999993
HOSP-00272,2026-03-28,Urgences,Nuit,36.0,32.0,36.0,47.2,76.6,59.11,68.83,54510.8,29462.96,0,1,1.12,Critique,-25047.840000000004
HOSP-00273,2026-05-03,Radiologie,Après-midi,53.0,30.0,38.0,57.3,37.1,86.29,79.75,46791.7,26081.32,0,0,1.27,Saturé,-20710.379999999997
HOSP-00274,2026-03-11,Pédiatrie,Nuit,234.0,12.0,215.0,60.4,49.4,74.58,63.25,5851.41,72327.13,1,1,17.92,Normal,66475.72
HOSP-00275,2026-02-21,Consultation,Après-midi,189.0,25.0,159.0,56.8,39.1,57.83,93.37,15045.92,72011.81,0,0,6.36,Normal,56965.89
HOSP-00276,2026-06-13,Médecine interne,Nuit,114.0,14.0,77.0,24.4,74.9,65.43,71.74,24427.95,55932.87,0,1,5.5,Normal,31504.920000000002
HOSP-00277,2026-03-11,Bloc opératoire,Matin,197.0,15.0,143.0,73.5,38.7,95.62,70.59,44530.65,26581.85,0,1,9.53,Normal,-17948.800000000003
HOSP-00278,2026-02-10,Laboratoire,Après-midi,87.0,22.0,111.0,58.4,21.9,80.85,90.33,62649.25,60906.38,0,3,5.05,Normal,-1742.8700000000026
HOSP-00279,2026-03-01,Bloc opératoire,Matin,47.0,7.0,34.0,74.9,52.2,83.05,75.14,63268.87,57643.94,1,2,4.86,Saturé,-5624.93
HOSP-00280,2026-01-21,Pédiatrie,Matin,179.0,19.0,142.0,26.5,44.3,48.48,85.57,31626.26,4890.65,0,1,7.47,Saturé,-26735.61
HOSP-00281,2026-05-21,Pédiatrie,Après-midi,241.0,25.0,296.0,53.8,73.7,102.64,65.18,50476.69,12107.46,0,0,11.84,Saturé,-38369.23
HOSP-00282,2026-01-02,Médecine interne,Après-midi,26.0,39.0,25.0,48.7,58.5,53.86,91.76,37742.87,66678.9,0,1,0.64,Normal,28936.02999999999
HOSP-00283,2026-02-10,Radiologie,Nuit,246.0,23.0,280.0,10.8,70.5,99.26,61.42,47184.09,59901.29,0,2,12.17,Normal,12717.200000000004
HOSP-00284,2026-05-22,Consultation,Après-midi,25.0,19.0,,25.3,36.5,57.3,63.02,26194.16,88178.31,0,1,1.32,Normal,61984.149999999994
HOSP-00285,2026-05-09,Pédiatrie,Nuit,157.0,17.0,111.0,49.6,46.3,78.06,86.8,30737.24,36768.5,0,0,6.53,Sous tension,6031.259999999998
HOSP-00286,2026-05-04,Cardiologie,Nuit,152.0,31.0,139.0,58.3,69.2,64.47,77.83,3029.82,43098.36,0,1,4.48,Normal,40068.54
HOSP-00287,2026-04-25,Médecine interne,Nuit,128.0,44.0,139.0,27.8,45.8,73.35,97.27,4332.54,70717.56,1,0,3.16,Normal,66385.02
HOSP-00288,2026-03-15,Laboratoire,Après-midi,105.0,8.0,108.0,44.9,59.0,76.78,92.8,61335.03,14645.66,0,2,13.5,Critique,-46689.369999999995
HOSP-00289,2026-04-01,Radiologie,Après-midi,163.0,31.0,160.0,64.0,54.7,47.22,84.39,34691.39,91494.87,2,2,5.16,Normal,56803.479999999996
HOSP-00290,2026-05-31,Consultation,Matin,206.0,42.0,247.0,25.3,53.8,101.58,79.76,40514.67,76806.36,2,1,5.88,Normal,36291.69
HOSP-00291,2026-02-17,Consultation,Matin,111.0,20.0,75.0,50.7,41.1,85.47,66.26,39640.77,81889.89,1,2,3.75,Normal,42249.12
HOSP-00292,2026-06-19,Urgences,Après-midi,19.0,30.0,14.0,47.1,12.7,94.84,80.67,66971.65,89623.92,1,0,0.47,Sous tension,22652.270000000004
HOSP-00293,2026-02-12,Consultation,Nuit,112.0,3.0,132.0,91.8,67.2,104.23,70.97,29352.94,42263.58,1,1,44.0,Normal,12910.640000000003
HOSP-00294,2026-04-04,Laboratoire,Matin,145.0,29.0,162.0,12.7,48.3,83.47,75.64,28064.76,35166.81,0,0,5.59,Critique,7102.049999999999
HOSP-00295,2026-06-09,Médecine interne,Nuit,114.0,31.0,82.0,41.9,45.7,98.04,54.57,10184.83,65153.15,0,0,2.65,Saturé,54968.32
HOSP-00296,2026-03-24,Radiologie,Nuit,112.0,29.0,124.0,39.7,64.9,63.63,85.78,43081.05,14792.87,3,0,4.28,Normal,-28288.18
HOSP-00297,2026-04-18,Radiologie,Nuit,121.0,30.0,135.0,54.8,70.0,47.99,75.91,26149.75,23524.03,1,0,4.5,Sous tension,-2625.720000000001
HOSP-00298,2026-06-08,Pédiatrie,Matin,36.0,10.0,25.0,1.0,82.0,61.23,79.44,24679.58,54176.48,0,0,2.5,Sous tension,29496.9
HOSP-00299,2026-04-04,Radiologie,Après-midi,145.0,17.0,167.0,60.2,27.6,98.08,63.59,41814.71,35587.33,1,3,9.82,Normal,-6227.379999999997
HOSP-00300,2026-04-27,Radiologie,Nuit,71.0,16.0,70.0,17.3,18.7,90.7,80.31,65599.93,77321.45,1,2,4.38,Critique,11721.520000000004
HOSP-00301,2026-03-16,Cardiologie,Après-midi,101.0,37.0,133.0,,57.3,47.04,76.09,4022.85,6080.89,0,0,3.59,Normal,2058.0400000000004
HOSP-00302,2026-03-05,Consultation,Matin,153.0,30.0,191.0,12.0,65.4,50.97,88.46,48335.43,87467.1,1,0,6.37,Normal,39131.670000000006
HOSP-00303,2026-02-28,Pédiatrie,Matin,20.0,20.0,17.0,1.0,33.0,94.65,92.33,28452.85,59606.04,1,0,0.85,Saturé,31153.190000000002
HOSP-00304,2026-01-10,Radiologie,Matin,118.0,44.0,85.0,43.6,35.8,67.57,75.22,48891.32,31360.27,0,1,1.93,Saturé,-17531.05
HOSP-00305,2026-03-04,Laboratoire,Nuit,182.0,35.0,178.0,21.1,86.5,58.32,69.94,19669.5,44444.9,0,0,5.09,Critique,24775.4
HOSP-00306,2026-01-27,Pédiatrie,Après-midi,77.0,37.0,62.0,29.0,64.7,66.43,72.18,31330.56,21762.7,0,0,1.68,Normal,-9567.86
HOSP-00307,2026-02-08,Cardiologie,Matin,128.0,17.0,105.0,31.8,77.5,74.56,84.54,37556.04,33805.93,1,0,6.18,Sous tension,-3750.1100000000006
HOSP-00308,2026-04-29,Radiologie,Matin,87.0,29.0,86.0,51.7,74.9,80.55,68.65,37349.46,25704.99,1,1,2.97,Normal,-11644.469999999998
HOSP-00309,2026-04-14,Médecine interne,Après-midi,40.0,24.0,35.0,16.3,41.3,56.18,87.4,61967.68,72542.27,1,0,1.46,Saturé,10574.590000000004
HOSP-00310,2026-02-01,Consultation,Nuit,197.0,7.0,201.0,97.0,49.5,90.93,92.01,6878.33,90965.91,1,0,28.71,Normal,84087.58
HOSP-00311,2026-03-30,Médecine interne,Après-midi,64.0,41.0,53.0,35.9,50.2,49.78,57.57,12108.67,92755.49,0,0,1.29,Normal,80646.82
HOSP-00312,2026-02-27,Pédiatrie,Nuit,238.0,28.0,265.0,36.7,58.4,58.7,76.51,49885.3,67231.81,0,0,9.46,Normal,17346.509999999995
HOSP-00313,2026-06-21,Cardiologie,Nuit,133.0,16.0,154.0,43.7,57.3,101.03,83.16,52568.17,65415.95,0,1,9.62,Normal,12847.779999999999
HOSP-00314,2026-02-17,Pédiatrie,Matin,69.0,15.0,60.0,95.1,68.3,79.13,58.61,55631.59,80634.89,3,1,4.0,Normal,25003.300000000003
HOSP-00315,2026-04-26,Radiologie,Matin,141.0,17.0,113.0,33.4,57.4,75.0,75.19,31872.24,22609.33,1,0,6.65,Saturé,-9262.91
HOSP-00316,2026-04-11,Laboratoire,Après-midi,250.0,29.0,219.0,48.9,115.3,87.31,67.0,24376.71,37525.49,0,1,7.55,Saturé,13148.779999999999
HOSP-00317,2026-01-26,Pédiatrie,Nuit,91.0,31.0,109.0,15.2,53.5,52.99,72.55,51662.1,61623.23,1,1,3.52,Saturé,9961.130000000005
HOSP-00318,2026-04-05,Cardiologie,Matin,170.0,22.0,219.0,33.5,33.8,105.14,81.49,24439.79,82823.56,0,1,9.95,Normal,58383.77
HOSP-00319,2026-03-19,Laboratoire,Matin,146.0,6.0,126.0,70.9,43.3,50.36,81.77,30369.22,57768.69,1,1,21.0,Saturé,27399.47
HOSP-00320,2026-06-25,Consultation,Matin,149.0,3.0,137.0,131.0,44.8,54.0,63.36,59460.81,26065.25,1,0,45.67,Normal,-33395.56
HOSP-00321,2026-05-21,Radiologie,Après-midi,163.0,18.0,138.0,70.3,72.3,76.4,71.59,26672.82,84309.03,0,1,7.67,Sous tension,57636.21
HOSP-00322,2026-05-02,Pédiatrie,Nuit,162.0,3.0,173.0,111.7,49.5,97.73,66.55,36592.04,86206.71,2,0,57.67,Normal,49614.670000000006
HOSP-00323,2026-03-31,Laboratoire,Après-midi,221.0,15.0,281.0,65.1,59.0,77.14,67.02,12686.24,53426.01,0,1,18.73,Normal,40739.770000000004
HOSP-00324,2026-02-09,Urgences,Matin,153.0,36.0,116.0,40.6,34.9,48.14,77.2,44657.53,55923.47,0,0,3.22,Saturé,11265.940000000002
HOSP-00325,2026-04-06,Cardiologie,Après-midi,94.0,29.0,68.0,53.2,74.8,60.89,65.41,23224.74,19166.98,0,0,2.34,Normal,-4057.760000000002
